803
3333	0	0
3333	7	0
3541	3	0
3750	4	0
3958	5	0
4166	1	0
4375	4	0
4583	5	0
4791	7	0
5000	0	0
5000	6	0
5208	2	0
5416	3	0
5625	4	0
5833	1	0
6041	7	0
6250	4	0
6458	5	0
6666	0	0
6666	6	0
6875	1	0
7083	2	0
7291	4	0
7500	3	0
7708	4	0
7916	5	0
8125	6	0
8333	0	0
8333	7	0
8541	2	0
8750	3	0
8958	5	0
9166	1	0
9375	7	0
9583	6	0
9791	5	0
10000	3	0
10000	7	0
10625	1	0
10833	1	0
11145	3	0
11458	6	0
11666	6	0
11979	1	0
12291	6	0
12500	2	0
12812	5	0
13125	2	0
13333	0	1250
13333	7	1250
14583	3	0
14687	4	0
14791	5	0
15104	1	0
15208	2	0
15312	3	0
15416	7	0
15520	6	0
15625	5	0
15729	4	0
15833	2	0
15937	1	0
16041	2	0
16145	3	0
16250	4	0
16354	7	0
16458	6	0
16562	7	0
16666	1	0
16666	6	0
17291	0	0
17500	2	0
17708	4	0
17916	6	0
18125	5	0
18958	6	0
19166	5	0
19375	3	0
19583	1	0
19791	2	0
20625	1	0
20833	3	0
21041	5	0
21250	7	0
21666	2	0
21666	6	0
22291	1	0
22291	5	0
22916	2	0
22916	6	0
23333	3	0
23333	7	0
23958	0	0
24166	2	0
24375	4	0
24583	6	0
24791	5	0
25208	2	0
25208	6	0
25625	3	0
25625	7	0
25833	3	0
25833	7	0
26145	2	0
26145	6	0
26458	1	0
26458	5	0
26666	0	1666
26666	4	1666
28541	0	0
28645	1	0
28750	2	0
28854	3	0
28958	4	0
29062	5	0
29166	7	0
29270	6	0
29375	1	0
29375	5	0
29479	4	0
29583	3	0
29583	7	416
29687	2	0
29791	1	0
29895	0	0
30000	1	0
30000	4	312
30312	2	312
30625	4	312
30833	7	0
30937	6	312
31250	5	208
31458	6	208
31666	0	0
31666	5	312
31979	3	312
32291	1	208
32500	7	0
32708	5	208
32916	4	208
33125	3	208
33333	0	0
33333	4	312
33645	2	312
33958	0	208
34166	7	0
34375	4	208
34583	3	208
34791	4	208
35000	0	0
35000	3	312
35312	2	312
35625	3	312
35833	7	0
35937	4	312
36250	7	208
36458	6	208
36666	0	0
36666	5	625
37291	2	208
37500	3	312
37500	7	0
37812	4	312
38125	5	208
38333	0	0
38333	6	312
38645	7	312
38958	5	416
39166	7	0
39375	4	312
39687	3	312
40000	0	0
40000	4	1041
40833	7	0
41041	3	208
41250	4	208
41458	5	208
41666	0	0
41666	6	833
42500	7	0
42708	0	0
42812	0	0
42916	7	0
43125	0	0
43333	0	0
43333	7	0
43541	1	0
43645	2	0
43750	3	0
43854	2	0
43958	3	0
44062	4	0
44166	3	0
44270	4	0
44375	5	0
44479	4	0
44583	5	0
44687	4	0
44791	5	0
44895	6	0
45000	5	0
45104	2	0
45208	1	0
45312	6	0
45416	2	0
45520	1	0
45625	5	0
45729	1	0
45833	7	0
45937	6	0
46041	5	0
46145	4	0
46250	3	0
46354	2	0
46458	1	0
46562	0	0
46666	4	0
46666	7	0
46875	0	0
46979	1	0
47083	2	0
47187	1	0
47291	2	0
47395	3	0
47500	2	0
47604	3	0
47708	4	0
47812	3	0
47916	4	0
48020	3	0
48125	4	0
48229	5	0
48333	3	0
48333	6	0
48541	0	0
48645	1	0
48750	2	0
48854	1	0
48958	2	0
49062	3	0
49166	4	0
49270	3	0
49375	4	0
49479	5	0
49583	3	0
49583	7	0
49687	6	0
49791	1	0
49791	5	0
49895	6	0
50000	3	0
50000	7	0
50208	0	0
50312	1	0
50416	2	0
50520	3	0
50625	4	0
50729	5	0
50833	0	0
50833	4	0
50937	7	0
51041	6	0
51145	5	0
51250	4	0
51354	3	0
51458	2	0
51562	1	0
51666	0	0
51666	7	0
51875	1	0
51979	2	0
52083	3	0
52187	4	0
52291	2	0
52291	5	0
52395	6	0
52500	1	0
52500	6	0
52604	4	0
52708	3	0
52812	0	0
52812	7	0
52916	4	0
53020	3	0
53125	1	0
53125	6	0
53229	3	0
53333	2	0
53333	5	0
53541	4	0
53645	3	0
53750	5	0
53854	4	0
53958	3	0
54062	2	0
54166	4	0
54166	5	0
54270	3	0
54375	2	0
54479	4	0
54479	5	0
54583	3	0
54687	2	0
54791	4	0
54791	5	0
54895	2	0
55000	3	0
55000	6	0
55104	0	0
55208	1	0
55312	2	0
55416	1	0
55520	2	0
55625	3	0
55729	4	0
55833	5	0
55937	6	0
56041	7	0
56145	2	0
56250	3	0
56354	4	0
56458	5	0
56562	6	0
56666	0	1666
56666	7	1666
58333	3	1666
58333	4	1666
60000	1	1666
60000	6	1666
61666	2	1666
61666	5	1666
63333	3	0
63333	7	0
64166	0	0
64166	4	0
65000	2	0
65000	6	0
65625	4	0
65833	2	0
65833	6	0
66145	3	0
66145	7	0
66458	2	0
66458	6	0
66666	1	0
66666	5	0
68229	2	0
68263	3	0
68298	4	0
68333	5	0
68750	0	0
68854	1	0
68958	2	0
69062	3	0
69166	7	0
69375	4	0
69583	6	0
69791	5	0
70000	0	0
70000	7	0
70104	0	0
70312	1	0
70312	6	0
70416	1	0
70625	2	0
70625	5	0
70729	2	0
70937	3	0
70937	4	0
71041	3	0
71250	3	0
71250	6	0
71458	3	0
71458	5	0
71666	1	0
71666	6	0
72291	2	0
72500	5	0
72708	4	0
72916	5	0
73125	7	0
73333	4	0
73333	6	0
73645	2	0
73645	5	0
73958	1	0
73958	3	0
75000	2	0
75000	5	0
75625	4	0
75833	3	0
75833	6	0
76041	5	0
76250	1	0
76250	4	0
76458	6	0
76666	2	0
76666	5	0
76979	2	0
76979	5	0
77291	3	0
77291	4	0
77500	3	0
77500	4	0
