370
3050	1	0
3050	6	0
3810	5	0
3810	2	0
4570	1	0
4570	6	0
5330	4	0
6090	2	0
6090	5	0
6860	4	0
8370	5	0
8750	2	0
9130	6	0
9130	1	0
10270	2	0
10270	6	0
10650	1	0
10650	6	0
11410	4	0
12170	2	0
12170	5	0
13690	1	0
13690	6	0
15200	6	0
15200	1	0
15960	2	0
15960	6	0
16730	2	0
16730	5	0
17480	4	0
18240	6	0
18240	1	0
19000	4	0
20520	2	0
20900	5	0
21280	1	0
21660	1	0
22040	6	0
22420	6	0
22799	4	0
23180	4	0
23559	7	0
23940	0	0
24320	5	0
24510	5	0
24700	5	0
24889	5	0
25080	2	0
25267	2	0
25459	2	0
25650	2	0
25840	4	0
27360	6	0
27360	1	0
28120	2	0
28879	5	0
29629	4	0
29930	5	0
30112	2	0
30299	5	0
31150	4	0
31910	7	0
32189	0	0
32669	4	0
33430	5	0
33619	2	0
33815	5	0
34009	2	0
34189	4	0
34950	5	0
35139	2	0
35520	4	0
35709	1	0
35900	6	0
36279	4	0
36470	5	0
36660	2	0
37230	5	0
37313	6	0
37388	7	0
37520	2	0
37590	1	0
37668	0	0
37990	4	227
38270	3	0
38560	3	0
38740	6	303
39130	1	0
39320	6	0
39509	1	0
39599	2	0
39700	3	0
39790	4	0
39889	5	0
39990	6	0
40080	7	0
40270	6	450
41029	5	0
41220	5	0
41599	2	0
41790	6	303
42169	1	0
42360	6	0
42540	4	0
43689	6	0
44060	4	0
44830	6	0
45200	2	0
45770	5	0
45770	2	0
46340	6	0
46340	2	0
47099	6	0
47099	1	0
47860	2	0
47860	5	0
48240	5	0
48430	2	0
48619	1	455
48619	6	455
49759	4	0
50139	5	455
50139	2	455
50900	6	0
51180	6	0
51442	1	0
51660	2	455
51660	5	455
52759	3	0
52889	4	0
53029	5	0
53209	2	511
53209	6	511
54029	4	379
54700	6	455
54700	1	465
55930	4	0
56230	5	0
56230	2	0
56980	4	0
57360	3	0
57740	6	0
57740	1	0
58880	4	0
59250	6	0
59250	1	0
60779	6	0
60779	1	0
61919	4	0
62290	2	0
62290	5	0
63049	4	0
63310	3	0
63560	4	0
63810	2	0
63810	6	0
64949	4	0
65330	5	0
65330	2	0
66089	4	0
66400	3	0
66849	1	0
67205	1	0
67620	6	0
68000	6	0
68370	5	0
68760	2	0
69129	6	0
69510	1	0
69889	5	0
70269	5	0
70650	3	0
71029	3	0
71410	1	455
71410	6	455
72919	6	0
72919	1	0
73120	1	0
73120	6	0
73680	5	0
74059	2	0
74440	6	0
74440	1	0
74629	6	0
74629	1	0
75199	2	0
75580	5	0
75959	1	0
75959	6	0
76150	6	0
76150	1	0
76720	4	0
77099	3	0
77480	6	531
77480	1	531
79000	4	0
79300	4	0
79379	3	0
79464	2	0
79550	1	0
79635	0	0
79809	3	0
79879	4	0
79959	5	0
80092	6	0
80239	7	0
80352	6	0
80479	5	0
80900	6	0
80900	1	0
81279	5	0
81660	2	0
82040	6	0
82230	1	0
82419	6	0
82610	1	0
82800	5	0
82989	2	0
83180	5	0
83370	2	0
83559	6	303
83940	1	0
84320	4	303
84699	3	0
85080	6	0
85080	1	0
85459	1	0
85839	5	0
85839	2	0
86220	5	0
86599	4	480
87540	6	0
87696	2	0
87830	6	0
88120	0	480
88120	7	480
89250	5	0
89449	2	0
89629	4	0
90019	6	0
90199	1	0
90389	5	0
90650	2	0
90900	5	0
91150	6	455
91150	1	455
91910	4	455
92669	2	0
92669	5	0
93430	6	0
93620	1	0
93809	6	0
94000	1	0
94190	4	0
94379	3	0
94478	4	0
94570	5	0
95330	6	0
95519	1	0
95709	4	0
95900	3	0
96000	4	0
96089	5	0
96849	1	0
97040	6	0
97230	2	0
97230	5	0
97419	2	0
97419	5	0
97989	1	0
97989	6	0
98180	1	0
98180	6	0
98750	5	0
99000	2	0
99250	5	0
99510	1	0
99760	6	0
100010	1	0
100269	5	303
100650	2	268
101029	6	303
101400	1	275
101790	4	531
102540	1	495
103300	6	495
104533	4	0
104820	7	531
104820	0	531
105609	4	0
106059	5	0
106150	2	0
106339	6	0
106530	6	0
106720	1	0
106919	1	0
107099	4	0
107480	4	0
107860	1	0
107860	6	0
108150	6	0
108150	1	0
108430	6	0
108430	1	0
108620	2	0
108712	3	0
108809	4	0
108910	7	0
109000	6	0
109095	5	0
109190	4	0
109292	3	0
109570	1	0
109570	6	0
110139	6	0
110339	2	0
110519	6	0
110709	2	0
110900	6	303
111279	1	0
111660	2	303
112040	5	0
112419	6	0
112419	1	0
112610	1	0
112610	6	0
113180	5	303
113559	2	0
113940	1	0
113940	6	0
114129	6	0
114129	1	0
114699	2	303
115070	4	0
115650	1	303
115650	6	303
116220	4	0
116599	3	0
116980	6	0
117360	6	0
117739	1	0
118121	1	0
118500	4	0
118603	5	0
118690	6	0
118779	7	0
118873	2	0
118970	3	0
119059	4	0
119160	0	0
119260	6	0
119370	7	0
119459	2	0
119557	3	0
119646	5	0
119752	4	0
119862	1	0
119971	6	0
120739	6	0
120739	1	0
121550	4	0
122370	2	0
122370	5	0
123190	4	0
124080	4	0
124820	3	0
125660	4	0
126620	3	0
126669	4	0
126719	5	0
